dbn,Mean Score
18K589,59.29999999999999
18K617,61.57407407407407
18K629,61.721875000000004
18K633,61.825
18K635,58.72105263157895
18K637,57.21562500000001
18K642,53.95666666666668
18K673,62.022222222222226
18K922,56.18888888888889
19K431,54.23157894736841
19K501,59.0
19K502,60.59166666666665
19K504,56.85357142857142
19K507,56.03548387096774
19K510,61.93793103448275
19K583,57.5923076923077
19K615,57.42058823529412
19K618,63.74848484848484
19K639,51.0448275862069
19K659,57.41666666666667
19K660,59.92580645161289
19K683,60.349999999999994
19K764,63.10000000000001
20K445,71.28684210526315
20K485,65.51714285714284
20K490,70.73783783783783
20K505,69.48108108108106
20K658,52.84347826086957
21K337,57.160000000000004
21K344,66.4189189189189
21K348,56.13333333333333
21K410,61.82162162162164
21K411,58.64999999999999
21K525,68.9657894736842
21K540,62.444736842105264
21K559,62.023076923076914
21K572,68.6
21K620,57.61290322580645
21K728,59.26315789473686
22K405,73.50000000000001
22K425,68.33684210526317
22K495,57.2
22K535,77.98750000000001
22K555,78.42758620689655
22K611,62.247826086956536
22K630,64.1217391304348
23K493,58.34482758620689
23K514,59.59285714285715
23K643,61.031578947368416
23K646,59.730000000000004
23K647,74.94117647058823
24Q236,63.480000000000004
24Q264,75.47105263157894
24Q267,64.3837837837838
24Q293,74.20625000000001
24Q296,62.6
24Q299,84.98
24Q455,64.91944444444444
24Q457,53.165217391304346
24Q485,63.71081081081079
24Q520,69.96000000000001
24Q530,66.375
24Q550,66.52368421052631
24Q585,72.6029411764706
24Q600,62.11891891891891
24Q610,75.8216216216216
24Q744,67.3294117647059
25Q240,63.203571428571415
25Q241,71.96451612903225
25Q263,64.85
25Q425,66.33513513513512
25Q460,61.178378378378376
25Q467,53.313636363636355
25Q525,89.80625000000002
25Q540,61.7611111111111
25Q670,68.5029411764706
25Q792,65.9
26Q315,64.28636363636363
26Q415,70.84864864864866
26Q430,75.84210526315788
26Q435,61.8108108108108
26Q495,68.21081081081081
26Q566,67.2
27Q260,55.995999999999995
27Q261,68.05000000000001
27Q302,59.03030303030303
27Q308,67.56842105263158
27Q314,62.21333333333333
27Q324,62.64999999999999
27Q334,61.484615384615374
27Q351,56.315625000000004
27Q400,56.91290322580646
27Q475,63.15945945945946
27Q480,62.040540540540555
27Q487,57.589999999999996
27Q650,73.16216216216215
28Q325,65.56666666666666
28Q328,72.9741935483871
28Q338,62.914285714285704
28Q350,68.7105263157895
28Q440,72.53684210526315
28Q505,65.25135135135136
28Q620,74.77567567567567
28Q686,72.14999999999998
28Q687,88.3607142857143
28Q690,61.13749999999999
29Q243,70.3
29Q248,58.322857142857146
29Q265,65.5625
29Q272,61.09428571428572
29Q313,64.23157894736842
29Q326,58.423529411764704
29Q492,61.55588235294118
29Q494,59.96666666666666
29Q496,57.949999999999996
29Q498,60.56249999999999
30Q258,69.94000000000001
30Q301,68.20571428571428
30Q445,66.50270270270269
30Q450,58.81842105263158
30Q501,75.1090909090909
30Q502,70.3
30Q555,70.8945945945946
30Q575,72.11666666666665
31R047,76.59117647058824
31R064,68.78529411764706
31R440,66.52105263157894
31R445,61.61052631578947
31R450,63.8736842105263
31R455,67.55000000000001
31R460,67.55263157894737
31R470,61.538095238095224
31R600,62.87575757575757
31R605,89.03103448275864
31R607,56.44705882352941
32K168,71.94827586206897
32K403,58.86071428571428
32K545,60.487096774193546
32K549,58.449999999999996
32K552,55.68484848484847
32K556,52.73999999999999
32K564,63.57222222222222
84K359,57.47777777777778
84K395,54.2
84K417,54.091304347826075
84K473,60.70789473684209
84K486,59.43181818181818
84K693,60.255882352941185
84K733,65.97777777777776
84K738,64.76538461538463
84K739,56.58000000000001
84M433,54.70333333333335
84M522,62.009375000000006
84M707,67.29
84Q320,62.392307692307696
84R012,60.962500000000006
84X200,54.88499999999999
84X202,64.54545454545455
84X208,56.62666666666667
84X347,76.11999999999999
84X393,67.490625
84X395,65.06129032258065
84X429,66.1
84X539,59.76857142857142
84X553,62.44848484848484
84X581,65.6
